#Chromosome,GapStart,GapStop,RegionID,MeanGapCoverage,RegionInterval,GapInterval
chr2,234621966,234621990,UGT1A5.chr2.234621638.234622504,18.6,chr2:234621627-234622514,chr2:234621966-234621990
chr2,234622488,234622488,UGT1A5.chr2.234621638.234622504,19.0,chr2:234621627-234622514,chr2:234622488-234622488
chr2,234622491,234622492,UGT1A5.chr2.234621638.234622504,19.0,chr2:234621627-234622514,chr2:234622491-234622492
chr2,234622503,234622514,UGT1A5.chr2.234621638.234622504,16.7,chr2:234621627-234622514,chr2:234622503-234622514
chr2,234627456,234627557,UGT1A4.chr2.234627466.234628333,10.3,chr2:234627456-234628343,chr2:234627456-234627557
chr2,234627582,234627593,UGT1A4.chr2.234627466.234628333,18.7,chr2:234627456-234628343,chr2:234627582-234627593
chr2,234628307,234628343,UGT1A4.chr2.234627466.234628333,15.5,chr2:234627456-234628343,chr2:234628307-234628343
chr2,234637762,234637814,UGT1A3.chr2.234637773.234638639,15.7,chr2:234637762-234638649,chr2:234637762-234637814
chr2,234637977,234637977,UGT1A3.chr2.234637773.234638639,18.0,chr2:234637762-234638649,chr2:234637977-234637977
chr2,234637985,234638000,UGT1A3.chr2.234637773.234638639,17.4,chr2:234637762-234638649,chr2:234637985-234638000
chr2,234638586,234638649,UGT1A3.chr2.234637773.234638639,15.9,chr2:234637762-234638649,chr2:234638586-234638649
chr2,234668923,234668934,UGT1A1.chr2.234668933.234669797,16.8,chr2:234668923-234669807,chr2:234668923-234668934
chr2,234668943,234668944,UGT1A1.chr2.234668933.234669797,19.0,chr2:234668923-234669807,chr2:234668943-234668944
chr2,238233462,238233462,COL6A3.chr2.238233416.238233457,19.0,chr2:238233406-238233467,chr2:238233462-238233462
chr2,238234192,238234377,COL6A3.chr2.238234202.238234367,11.9,chr2:238234192-238234377,chr2:238234192-238234377
chr2,238242135,238242201,COL6A3.chr2.238242092.238242191,14.8,chr2:238242082-238242201,chr2:238242135-238242201
chr2,238249746,238249749,COL6A3.chr2.238249094.238249793,19.0,chr2:238249084-238249803,chr2:238249746-238249749
chr2,238249780,238249803,COL6A3.chr2.238249094.238249793,14.9,chr2:238249084-238249803,chr2:238249780-238249803
chr2,238255187,238255190,COL6A3.chr2.238255145.238255208,19.0,chr2:238255135-238255218,chr2:238255187-238255190
chr2,238268720,238268742,COL6A3.chr2.238268730.238268802,18.3,chr2:238268720-238268812,chr2:238268720-238268742
chr2,238268765,238268812,COL6A3.chr2.238268730.238268802,16.8,chr2:238268720-238268812,chr2:238268765-238268812
chr2,238270371,238270417,COL6A3.chr2.238270381.238270474,12.0,chr2:238270371-238270484,chr2:238270371-238270417
chr2,238275319,238275341,COL6A3.chr2.238275329.238275929,18.7,chr2:238275319-238275939,chr2:238275319-238275341
chr2,238275902,238275908,COL6A3.chr2.238275329.238275929,19.0,chr2:238275319-238275939,chr2:238275902-238275908
chr2,238275910,238275939,COL6A3.chr2.238275329.238275929,17.4,chr2:238275319-238275939,chr2:238275910-238275939
chr2,238277195,238277197,COL6A3.chr2.238277205.238277820,11.7,chr2:238277195-238277830,chr2:238277195-238277197
chr2,238280317,238280366,COL6A3.chr2.238280327.238280980,17.0,chr2:238280317-238280990,chr2:238280317-238280366
chr2,238280933,238280990,COL6A3.chr2.238280327.238280980,14.2,chr2:238280317-238280990,chr2:238280933-238280990
chr2,238283554,238283673,COL6A3.chr2.238283054.238283663,11.6,chr2:238283044-238283673,chr2:238283554-238283673
chr2,238285404,238285430,COL6A3.chr2.238285414.238285987,17.9,chr2:238285404-238285997,chr2:238285404-238285430
chr2,238285898,238285910,COL6A3.chr2.238285414.238285987,18.6,chr2:238285404-238285997,chr2:238285898-238285910
chr2,238285938,238285997,COL6A3.chr2.238285414.238285987,14.1,chr2:238285404-238285997,chr2:238285938-238285997
chr2,238290093,238290094,COL6A3.chr2.238289557.238290142,17.5,chr2:238289547-238290152,chr2:238290093-238290094
chr2,238290135,238290152,COL6A3.chr2.238289557.238290142,18.0,chr2:238289547-238290152,chr2:238290135-238290152
chr2,238419753,238419754,MLPH.chr2.238419631.238419744,19.0,chr2:238419621-238419754,chr2:238419753-238419754
chr2,238434233,238434247,MLPH.chr2.238434243.238434448,15.9,chr2:238434233-238434458,chr2:238434233-238434247
chr2,238434443,238434458,MLPH.chr2.238434243.238434448,13.6,chr2:238434233-238434458,chr2:238434443-238434458
chr2,238443205,238443300,MLPH.chr2.238443206.238443290,15.3,chr2:238443196-238443300,chr2:238443205-238443300
chr2,238457853,238457856,MLPH.chr2.238457863.238457921,18.0,chr2:238457853-238457931,chr2:238457853-238457856
chr2,238460969,238461090,MLPH.chr2.238460979.238461080,11.0,chr2:238460969-238461090,chr2:238460969-238461090
chr2,239147460,239147479,HES6.chr2.239147471.239147892,15.2,chr2:239147460-239147902,chr2:239147460-239147479
chr2,239147488,239147496,HES6.chr2.239147471.239147892,19.0,chr2:239147460-239147902,chr2:239147488-239147496
chr2,239147900,239147902,HES6.chr2.239147471.239147892,18.0,chr2:239147460-239147902,chr2:239147900-239147902
chr2,239148117,239148219,HES6.chr2.239148128.239148209,9.5,chr2:239148117-239148219,chr2:239148117-239148219
chr2,239148291,239148340,HES6.chr2.239148302.239148388,13.6,chr2:239148291-239148398,chr2:239148291-239148340
chr2,239148352,239148364,HES6.chr2.239148302.239148388,19.0,chr2:239148291-239148398,chr2:239148352-239148364
chr2,239148473,239148556,HES6.chr2.239148466.239148546,11.0,chr2:239148455-239148556,chr2:239148473-239148556
chr2,239155005,239155012,PER2.chr2.239155015.239155165,17.0,chr2:239155005-239155175,chr2:239155005-239155012
chr2,239159328,239159394,PER2.chr2.239159191.239159384,16.2,chr2:239159181-239159394,chr2:239159328-239159394
chr2,239160229,239160231,PER2.chr2.239160239.239160402,19.0,chr2:239160229-239160412,chr2:239160229-239160231
chr2,239160235,239160236,PER2.chr2.239160239.239160402,19.0,chr2:239160229-239160412,chr2:239160235-239160236
chr2,239160411,239160412,PER2.chr2.239160239.239160402,18.0,chr2:239160229-239160412,chr2:239160411-239160412
chr2,239161672,239161926,PER2.chr2.239161552.239162343,13.1,chr2:239161542-239162353,chr2:239161672-239161926
chr2,239167286,239167295,PER2.chr2.239167137.239167285,18.4,chr2:239167127-239167295,chr2:239167286-239167295
chr2,239168599,239168704,PER2.chr2.239168609.239168694,12.7,chr2:239168599-239168704,chr2:239168599-239168704
chr2,239170458,239170488,PER2.chr2.239170369.239170478,15.1,chr2:239170359-239170488,chr2:239170458-239170488
chr2,239170821,239170995,PER2.chr2.239170831.239170985,13.5,chr2:239170821-239170995,chr2:239170821-239170995
chr2,239176686,239176697,PER2.chr2.239176696.239176839,17.0,chr2:239176686-239176849,chr2:239176686-239176697
chr2,239176790,239176849,PER2.chr2.239176696.239176839,13.7,chr2:239176686-239176849,chr2:239176790-239176849
chr2,239177586,239177625,PER2.chr2.239177563.239177615,15.3,chr2:239177553-239177625,chr2:239177586-239177625
chr2,239179942,239179955,PER2.chr2.239179952.239180154,17.6,chr2:239179942-239180164,chr2:239179942-239179955
chr2,239181813,239181816,PER2.chr2.239181710.239181832,19.0,chr2:239181700-239181842,chr2:239181813-239181816
chr2,239181825,239181842,PER2.chr2.239181710.239181832,17.9,chr2:239181700-239181842,chr2:239181825-239181842
chr2,239184373,239184548,PER2.chr2.239184383.239184538,13.0,chr2:239184373-239184548,chr2:239184373-239184548
chr2,239185761,239185844,PER2.chr2.239185771.239185834,7.5,chr2:239185761-239185844,chr2:239185761-239185844
chr2,239186337,239186357,PER2.chr2.239186347.239186577,16.5,chr2:239186337-239186587,chr2:239186337-239186357
chr2,239186578,239186587,PER2.chr2.239186347.239186577,17.9,chr2:239186337-239186587,chr2:239186578-239186587
chr2,239229293,239229373,TRAF3IP1.chr2.239229304.239229426,15.4,chr2:239229293-239229436,chr2:239229293-239229373
chr2,239229393,239229436,TRAF3IP1.chr2.239229304.239229426,16.0,chr2:239229293-239229436,chr2:239229393-239229436
chr2,239237316,239237339,TRAF3IP1.chr2.239237327.239237470,17.4,chr2:239237316-239237480,chr2:239237316-239237339
chr2,239237735,239237736,TRAF3IP1.chr2.239237567.239237983,19.0,chr2:239237556-239237993,chr2:239237735-239237736
chr2,239237739,239237811,TRAF3IP1.chr2.239237567.239237983,16.2,chr2:239237556-239237993,chr2:239237739-239237811
chr2,239237815,239237830,TRAF3IP1.chr2.239237567.239237983,18.8,chr2:239237556-239237993,chr2:239237815-239237830
chr2,239237954,239237958,TRAF3IP1.chr2.239237567.239237983,19.0,chr2:239237556-239237993,chr2:239237954-239237958
chr2,239237962,239237972,TRAF3IP1.chr2.239237567.239237983,19.0,chr2:239237556-239237993,chr2:239237962-239237972
chr2,239237974,239237993,TRAF3IP1.chr2.239237567.239237983,18.0,chr2:239237556-239237993,chr2:239237974-239237993
chr2,239264638,239264641,TRAF3IP1.chr2.239264645.239264721,19.0,chr2:239264634-239264731,chr2:239264638-239264641
chr2,239264712,239264713,TRAF3IP1.chr2.239264645.239264721,19.0,chr2:239264634-239264731,chr2:239264712-239264713
chr2,239264731,239264731,TRAF3IP1.chr2.239264645.239264721,19.0,chr2:239264634-239264731,chr2:239264731-239264731
chr2,239756846,239756986,TWIST2.chr2.239756856.239757339,11.1,chr2:239756846-239757349,chr2:239756846-239756986
chr2,239757327,239757349,TWIST2.chr2.239756856.239757339,14.2,chr2:239756846-239757349,chr2:239757327-239757349
chr2,240009244,240009264,HDAC4.chr2.240009254.240009310,18.2,chr2:240009244-240009320,chr2:240009244-240009264
chr2,240009303,240009320,HDAC4.chr2.240009254.240009310,17.9,chr2:240009244-240009320,chr2:240009303-240009320
chr2,240011694,240011712,HDAC4.chr2.240011704.240011812,16.5,chr2:240011694-240011822,chr2:240011694-240011712
chr2,240029887,240029889,HDAC4.chr2.240029745.240029879,17.0,chr2:240029735-240029889,chr2:240029887-240029889
chr2,240036973,240036981,HDAC4.chr2.240036748.240037006,19.0,chr2:240036738-240037016,chr2:240036973-240036981
chr2,240111738,240111783,HDAC4.chr2.240111528.240111773,12.8,chr2:240111518-240111783,chr2:240111738-240111783
chr2,240274362,240274382,HDAC4.chr2.240274372.240274394,16.7,chr2:240274362-240274404,chr2:240274362-240274382
chr2,240929480,240929483,NDUFA10.chr2.240929490.240929599,17.5,chr2:240929480-240929609,chr2:240929480-240929483
chr2,240961578,240961630,NDUFA10.chr2.240961588.240961757,14.8,chr2:240961578-240961767,chr2:240961578-240961630
chr2,240961650,240961661,NDUFA10.chr2.240961588.240961757,18.9,chr2:240961578-240961767,chr2:240961650-240961661
chr2,240961684,240961767,NDUFA10.chr2.240961588.240961757,11.0,chr2:240961578-240961767,chr2:240961684-240961767
chr2,240964633,240964728,NDUFA10.chr2.240964643.240964718,8.4,chr2:240964633-240964728,chr2:240964633-240964728
chr2,241526318,241526479,CAPN10.chr2.241526329.241526469,11.6,chr2:241526318-241526479,chr2:241526318-241526479
chr2,241531339,241531404,CAPN10.chr2.241531350.241531567,16.2,chr2:241531339-241531577,chr2:241531339-241531404
chr2,241531410,241531417,CAPN10.chr2.241531350.241531567,18.3,chr2:241531339-241531577,chr2:241531410-241531417
chr2,241531420,241531464,CAPN10.chr2.241531350.241531567,18.3,chr2:241531339-241531577,chr2:241531420-241531464
chr2,241531492,241531577,CAPN10.chr2.241531350.241531567,15.3,chr2:241531339-241531577,chr2:241531492-241531577
chr2,241533312,241533474,CAPN10.chr2.241533323.241533464,9.9,chr2:241533312-241533474,chr2:241533312-241533474
chr2,241537471,241537496,CAPN10.chr2.241537305.241537504,17.5,chr2:241537294-241537514,chr2:241537471-241537496
chr2,241537499,241537503,CAPN10.chr2.241537305.241537504,19.0,chr2:241537294-241537514,chr2:241537499-241537503
chr2,241656770,241656833,KIF1A.chr2.241656780.241656823,16.9,chr2:241656770-241656833,chr2:241656770-241656833
chr2,241657456,241657595,KIF1A.chr2.241657466.241657585,13.0,chr2:241657456-241657595,chr2:241657456-241657595
chr2,241658412,241658625,KIF1A.chr2.241658422.241658615,10.3,chr2:241658412-241658625,chr2:241658412-241658625
chr2,241659310,241659321,KIF1A.chr2.241659190.241659343,18.2,chr2:241659180-241659353,chr2:241659310-241659321
chr2,241659350,241659353,KIF1A.chr2.241659190.241659343,19.0,chr2:241659180-241659353,chr2:241659350-241659353
chr2,241660320,241660386,KIF1A.chr2.241660330.241660455,12.2,chr2:241660320-241660465,chr2:241660320-241660386
chr2,241660388,241660392,KIF1A.chr2.241660330.241660455,19.0,chr2:241660320-241660465,chr2:241660388-241660392
chr2,241661213,241661241,KIF1A.chr2.241661223.241661301,16.5,chr2:241661213-241661311,chr2:241661213-241661241
chr2,241679704,241679736,KIF1A.chr2.241679714.241679781,16.9,chr2:241679704-241679791,chr2:241679704-241679736
chr2,241679766,241679791,KIF1A.chr2.241679714.241679781,16.9,chr2:241679704-241679791,chr2:241679766-241679791
chr2,241680770,241680804,KIF1A.chr2.241680685.241680794,16.7,chr2:241680675-241680804,chr2:241680770-241680804
chr2,241683348,241683350,KIF1A.chr2.241683358.241683477,16.0,chr2:241683348-241683487,chr2:241683348-241683350
chr2,241686724,241686737,KIF1A.chr2.241686652.241686738,18.6,chr2:241686642-241686748,chr2:241686724-241686737
chr2,241686739,241686748,KIF1A.chr2.241686652.241686738,18.4,chr2:241686642-241686748,chr2:241686739-241686748
chr2,241696725,241696782,KIF1A.chr2.241696735.241697011,16.8,chr2:241696725-241697021,chr2:241696725-241696782
chr2,241696841,241696843,KIF1A.chr2.241696735.241697011,5.0,chr2:241696725-241697021,chr2:241696841-241696843
chr2,241696979,241697021,KIF1A.chr2.241696735.241697011,12.7,chr2:241696725-241697021,chr2:241696979-241697021
chr2,241702451,241702452,KIF1A.chr2.241702435.241702508,19.0,chr2:241702425-241702518,chr2:241702451-241702452
chr2,241709033,241709033,KIF1A.chr2.241709043.241709123,19.0,chr2:241709033-241709133,chr2:241709033-241709033
chr2,241711976,241712023,KIF1A.chr2.241711986.241712013,12.8,chr2:241711976-241712023,chr2:241711976-241712023
chr2,241712520,241712531,KIF1A.chr2.241712530.241712673,14.8,chr2:241712520-241712683,chr2:241712520-241712531
chr2,241722450,241722476,KIF1A.chr2.241722460.241722526,14.5,chr2:241722450-241722536,chr2:241722450-241722476
chr2,241724491,241724527,KIF1A.chr2.241724405.241724517,12.7,chr2:241724395-241724527,chr2:241724491-241724527
chr2,241808340,241808403,AGXT.chr2.241808282.241808447,17.7,chr2:241808272-241808457,chr2:241808340-241808403
chr2,241808419,241808422,AGXT.chr2.241808282.241808447,18.8,chr2:241808272-241808457,chr2:241808419-241808422
chr2,241808789,241808789,AGXT.chr2.241808586.241808779,17.0,chr2:241808576-241808789,chr2:241808789-241808789
chr2,241810875,241810876,AGXT.chr2.241810765.241810866,19.0,chr2:241810755-241810876,chr2:241810875-241810876
chr2,241812455,241812476,AGXT.chr2.241812395.241812466,17.8,chr2:241812385-241812476,chr2:241812455-241812476
chr2,241814515,241814631,AGXT.chr2.241814525.241814621,15.5,chr2:241814515-241814631,chr2:241814515-241814631
chr2,241817555,241817577,AGXT.chr2.241817438.241817567,14.8,chr2:241817428-241817577,chr2:241817555-241817577
chr2,241818120,241818248,AGXT.chr2.241818130.241818238,13.0,chr2:241818120-241818248,chr2:241818120-241818248
chr2,242046890,242046924,PASK.chr2.242046767.242046914,16.7,chr2:242046757-242046924,chr2:242046890-242046924
chr2,242051644,242051646,PASK.chr2.242051654.242051854,19.0,chr2:242051644-242051864,chr2:242051644-242051646
chr2,242051825,242051864,PASK.chr2.242051654.242051854,10.5,chr2:242051644-242051864,chr2:242051825-242051864
chr2,242054348,242054439,PASK.chr2.242054358.242054592,10.0,chr2:242054348-242054602,chr2:242054348-242054439
chr2,242054591,242054602,PASK.chr2.242054358.242054592,16.3,chr2:242054348-242054602,chr2:242054591-242054602
chr2,242054692,242054734,PASK.chr2.242054702.242054828,15.4,chr2:242054692-242054838,chr2:242054692-242054734
chr2,242054753,242054755,PASK.chr2.242054702.242054828,19.0,chr2:242054692-242054838,chr2:242054753-242054755
chr2,242054757,242054760,PASK.chr2.242054702.242054828,19.0,chr2:242054692-242054838,chr2:242054757-242054760
chr2,242062136,242062137,PASK.chr2.242062146.242062314,19.0,chr2:242062136-242062324,chr2:242062136-242062137
chr2,242062283,242062324,PASK.chr2.242062146.242062314,16.1,chr2:242062136-242062324,chr2:242062283-242062324
chr2,242063353,242063361,PASK.chr2.242063363.242063548,17.7,chr2:242063353-242063558,chr2:242063353-242063361
chr2,242063531,242063558,PASK.chr2.242063363.242063548,16.9,chr2:242063353-242063558,chr2:242063531-242063558
chr2,242072278,242072298,PASK.chr2.242072288.242072445,14.7,chr2:242072278-242072455,chr2:242072278-242072298
chr2,242072308,242072333,PASK.chr2.242072288.242072445,19.0,chr2:242072278-242072455,chr2:242072308-242072333
chr2,242072426,242072455,PASK.chr2.242072288.242072445,15.5,chr2:242072278-242072455,chr2:242072426-242072455
chr2,242079925,242079949,PASK.chr2.242079935.242080168,17.4,chr2:242079925-242080178,chr2:242079925-242079949
chr2,242080158,242080178,PASK.chr2.242079935.242080168,13.8,chr2:242079925-242080178,chr2:242080158-242080178
chr2,242082241,242082254,PASK.chr2.242082251.242082447,17.6,chr2:242082241-242082457,chr2:242082241-242082254
chr2,242082379,242082384,PASK.chr2.242082251.242082447,19.0,chr2:242082241-242082457,chr2:242082379-242082384
chr2,242082387,242082457,PASK.chr2.242082251.242082447,12.2,chr2:242082241-242082457,chr2:242082387-242082457
chr2,242128043,242128051,ANO7.chr2.242128027.242128181,19.0,chr2:242128016-242128191,chr2:242128043-242128051
chr2,242130598,242130676,ANO7.chr2.242130609.242130666,11.6,chr2:242130598-242130676,chr2:242130598-242130676
chr2,242139493,242139650,ANO7.chr2.242139504.242139640,10.7,chr2:242139493-242139650,chr2:242139493-242139650
chr2,242142737,242142738,ANO7.chr2.242142748.242142913,18.0,chr2:242142737-242142923,chr2:242142737-242142738
chr2,242142879,242142885,ANO7.chr2.242142748.242142913,19.0,chr2:242142737-242142923,chr2:242142879-242142885
chr2,242142892,242142923,ANO7.chr2.242142748.242142913,15.2,chr2:242142737-242142923,chr2:242142892-242142923
chr2,242146978,242146983,ANO7.chr2.242146989.242147085,17.5,chr2:242146978-242147095,chr2:242146978-242146983
chr2,242154310,242154327,ANO7.chr2.242154220.242154317,18.7,chr2:242154209-242154327,chr2:242154310-242154327
chr2,242157090,242157316,ANO7.chr2.242157101.242157306,10.2,chr2:242157090-242157316,chr2:242157090-242157316
